Brand,model,Year,kmDriven,Transmission,Owner,FuelType,AskPrice,km_per_year
Hyundai,i20,2019,48000.0,Manual,first,Hybrid/CNG,660000,6857.142857142857
Ford,Figo Aspire,2016,45000.0,Manual,second,Petrol,345000,4500.0
Maruti Suzuki,Ertiga,2020,780000.0,Automatic,first,Hybrid/CNG,949999,130000.0
Maruti Suzuki,Eeco,2019,88000.0,Automatic,first,Hybrid/CNG,455000,12571.42857142857
Maruti Suzuki,Swift-Dzire,2015,81000.0,Manual,second,Hybrid/CNG,525000,7363.636363636364
Honda,Jazz,2016,66000.0,Automatic,second,Petrol,490000,6600.0
Maruti Suzuki,Ritz,2014,145999.0,Manual,first,Diesel,375000,12166.583333333334
Toyota,Innova Crysta,2018,188000.0,Manual,first,Diesel,1500000,23500.0
Maruti Suzuki,Swift-Dzire,2018,210000.0,Manual,second,Diesel,500000,26250.0
Ford,Fiesta,2011,175000.0,Manual,second,Diesel,250000,11666.666666666666
Maruti Suzuki,Ciaz,2016,62982.0,Manual,second,Petrol,625000,6298.2
Hyundai,Grand i10 Nios,2021,19500.0,Manual,second,Petrol,575000,3900.0
Hyundai,Grand i10 Nios,2020,47523.0,Manual,first,Petrol,495000,7920.5
Maruti Suzuki,Swift-Dzire,2018,130000.0,Manual,first,Petrol,600000,16250.0
Tata,Indigo Cs,2010,164000.0,Manual,second,Diesel,125000,10250.0
Hyundai,New Santro,2006,20.0,Automatic,second,Hybrid/CNG,90000,1.0
Maruti Suzuki,Swift,2015,74000.0,Manual,second,Petrol,390000,6727.272727272727
Maruti Suzuki,Wagon-R,2022,63000.0,Manual,first,Hybrid/CNG,590000,15750.0
Jeep,Wrangler,2022,15000.0,Automatic,first,Petrol,7000000,3750.0
Maruti Suzuki,800,2009,40.0,Automatic,first,Petrol,62000,2.3529411764705883
Toyota,Innova Crysta,2019,55000.0,Automatic,first,Diesel,2230000,7857.142857142857
Hyundai,Grand i10,2017,82000.0,Automatic,first,Hybrid/CNG,475000,9111.111111111111
Honda,City,2016,52000.0,Manual,first,Petrol,499000,5200.0
Maruti Suzuki,Wagon R,2017,52000.0,Manual,first,Hybrid/CNG,350000,5777.777777777777
Mercedes-Benz,GLE Class,2020,19000.0,Automatic,first,Diesel,8050000,3166.6666666666665
Maruti Suzuki,Wagon-R,2022,22000.0,Automatic,first,Petrol,600000,5500.0
Volvo,XC60,2023,9700.0,Automatic,first,Petrol,6000000,3233.3333333333335
Hyundai,Verna,2016,55000.0,Automatic,second,Petrol,280000,5500.0
BMW,7 Series,2017,58900.0,Automatic,second,Diesel,4850000,6544.444444444444
Kia,Seltos,2022,48000.0,Manual,second,Diesel,1190000,12000.0
Mahindra,Scorpio,2022,69120.0,Manual,first,Diesel,1595000,17280.0
Hyundai,Verna,2019,29000.0,Automatic,second,Petrol,1000000,4142.857142857143
Renault,KWID,2022,17000.0,Manual,first,Petrol,400000,4250.0
Volkswagen,VentoTest,2012,68000.0,Manual,second,Diesel,390000,4857.142857142857
Mercedes-Benz,GLA,2022,25700.0,Automatic,first,Diesel,4700000,6425.0
Maruti Suzuki,Ertiga,2024,28.0,Automatic,first,Hybrid/CNG,1320000,14.0
Tata,Nexon,2019,70000.0,Manual,first,Diesel,575000,10000.0
Maruti Suzuki,Ritz,2010,75000.0,Manual,second,Petrol,240000,4687.5
Hyundai,Grand i10,2019,54252.0,Automatic,first,Petrol,525000,7750.285714285715
Toyota,Corolla Altis,2014,78000.0,Automatic,second,Hybrid/CNG,575000,6500.0
Hyundai,Santa Fe,2015,95000.0,Automatic,second,Diesel,850000,8636.363636363636
Tata,Nano Genx,2015,26000.0,Automatic,first,Petrol,250000,2363.6363636363635
Mercedes-Benz,C-Class,2011,60000.0,Automatic,first,Petrol,1150000,4000.0
Ford,Ecosport,2014,110000.0,Manual,second,Petrol,350000,9166.666666666666
Maruti Suzuki,Ciaz,2018,50000.0,Automatic,first,Hybrid/CNG,599000,6250.0
Hyundai,i20,2010,82487.0,Automatic,second,Petrol,279999,5155.4375
Maruti Suzuki,Ciaz,2018,35000.0,Automatic,first,Hybrid/CNG,945000,4375.0
Maruti Suzuki,Swift-Dzire,2017,85000.0,Automatic,second,Diesel,560000,9444.444444444445
Honda,City,2010,96000.0,Automatic,second,Hybrid/CNG,299000,6000.0
Maruti Suzuki,Wagon-R,2019,44000.0,Automatic,first,Hybrid/CNG,430000,6285.714285714285
Volkswagen,Polo,2014,90000.0,Manual,second,Petrol,398888,7500.0
Maruti Suzuki,Omni,2010,100000.0,Manual,second,Hybrid/CNG,110000,6250.0
Maruti Suzuki,Ertiga,2015,75000.0,Manual,second,Hybrid/CNG,650000,6818.181818181818
Renault,KWID,2018,60000.0,Automatic,first,Petrol,405000,7500.0
Mahindra,Scorpio,2021,59642.0,Manual,first,Diesel,1170000,11928.4
Renault,Duster,2018,100000.0,Manual,first,Diesel,835000,12500.0
Hyundai,Verna,2019,72000.0,Manual,second,Diesel,777000,10285.714285714286
Toyota,Innova Crysta,2017,110000.0,Automatic,second,Diesel,1563000,12222.222222222223
Maruti Suzuki,Baleno,2016,68000.0,Automatic,second,Hybrid/CNG,489999,6800.0
Tata,Altroz,2020,26000.0,Manual,first,Petrol,759000,4333.333333333333
Hyundai,Grand i10,2018,75000.0,Manual,second,Hybrid/CNG,399000,9375.0
Maruti Suzuki,Alto,2010,76000.0,Manual,second,Petrol,208000,4750.0
BMW,X1,2020,45000.0,Automatic,first,Petrol,3700000,7500.0
Hyundai,Creta,2018,76500.0,Manual,first,Diesel,800000,9562.5
Porsche,Cayenne,2011,56000.0,Automatic,second,Diesel,1320000,3733.3333333333335
Mahindra,XUV 300,2022,12000.0,Manual,first,Petrol,949000,3000.0
Maruti Suzuki,Wagon R,2020,36230.0,Automatic,first,Petrol,625000,6038.333333333333
Toyota,Innova Hycross,2022,35000.0,Automatic,first,Petrol,2200000,8750.0
Mahindra,Xylo,2013,10.0,Manual,second,Diesel,198000,0.7692307692307693
Maruti Suzuki,Celerio,2018,73000.0,Automatic,first,Petrol,475000,9125.0
Hyundai,Santro Xing,2012,97000.0,Manual,second,Petrol,150000,6928.571428571428
Toyota,Fortuner,2017,63000.0,Automatic,second,Diesel,3300000,7000.0
Honda,Brio,2012,90000.0,Manual,first,Petrol,290000,6428.571428571428
Toyota,Land Cruiser,2009,120000.0,Automatic,second,Diesel,4200000,7058.823529411765
Hyundai,Creta,2017,45000.0,Automatic,first,Petrol,869000,5000.0
Honda,City,2017,29000.0,Automatic,second,Petrol,775000,3222.222222222222
Maruti Suzuki,Swift,2019,30000.0,Manual,first,Petrol,610000,4285.714285714285
Renault,Triber,2024,12000.0,Manual,first,Petrol,625000,6000.0
Maruti Suzuki,Ciaz,2016,83000.0,Manual,second,Hybrid/CNG,450000,8300.0
Mahindra,Thar,2022,7500.0,Automatic,first,Petrol,1250000,1875.0
Hyundai,Creta,2016,84000.0,Automatic,first,Diesel,725000,8400.0
Honda,City,2012,74000.0,Automatic,second,Hybrid/CNG,310000,5285.714285714285
Maruti Suzuki,Sx4,2012,67000.0,Manual,second,Hybrid/CNG,290000,4785.714285714285
Maruti Suzuki,Swift,2019,71000.0,Automatic,first,Petrol,649000,10142.857142857143
Chevrolet,Spark,2011,68892.0,Manual,first,Petrol,92000,4592.8
Maruti Suzuki,Ertiga,2022,14000.0,Manual,first,Hybrid/CNG,1109000,3500.0
Tata,Indica V2,2015,96000.0,Manual,second,Diesel,149000,8727.272727272728
Maruti Suzuki,Omni,2016,36000.0,Manual,first,Hybrid/CNG,275000,3600.0
Maruti Suzuki,S-Presso,2019,55000.0,Automatic,first,Hybrid/CNG,395000,7857.142857142857
BMW,5 Series,2020,65000.0,Automatic,second,Diesel,4800000,10833.333333333334
Honda,City,2014,86000.0,Automatic,second,Hybrid/CNG,469000,7166.666666666667
Toyota,Innova Crysta,2020,55000.0,Automatic,first,Diesel,2600000,9166.666666666666
Maruti Suzuki,Fronx ,2024,8000.0,Manual,first,Petrol,100000,4000.0
Maruti Suzuki,Wagon-R,2015,80000.0,Automatic,first,Hybrid/CNG,280000,7272.727272727273
Volkswagen,VentoTest,2017,78000.0,Automatic,second,Petrol,565000,8666.666666666666
Skoda,Fabia,2012,67000.0,Manual,first,Diesel,150000,4785.714285714285
BMW,3 Series,2014,48000.0,Automatic,first,Diesel,1425000,4000.0
Hyundai,Creta,2018,110000.0,Manual,first,Diesel,1125000,13750.0
Toyota,Fortuner,2013,110000.0,Manual,second,Diesel,1353000,8461.538461538461
Maruti Suzuki,Baleno,2016,90000.0,Manual,second,Diesel,540000,9000.0
Maruti Suzuki,Wagon-R-1-0,2011,72000.0,Manual,second,Hybrid/CNG,140000,4800.0
Ford,Endeavour,2016,56000.0,Automatic,second,Diesel,2250000,5600.0
Hyundai,Grand i10 Nios,2020,46000.0,Automatic,first,Hybrid/CNG,590000,7666.666666666667
Maruti Suzuki,Swift-Dzire,2013,102000.0,Manual,second,Petrol,360000,7846.153846153846
Hyundai,Grand i10,2018,57000.0,Manual,second,Hybrid/CNG,399999,7125.0
Maruti Suzuki,Wagon-R-1-0,2011,78000.0,Manual,first,Hybrid/CNG,221000,5200.0
Hyundai,i20,2011,80000.0,Automatic,second,Hybrid/CNG,220000,5333.333333333333
Hyundai,i10,2013,85200.0,Automatic,second,Hybrid/CNG,321000,6553.846153846154
Toyota,Camry,2014,122000.0,Automatic,second,Petrol,899000,10166.666666666666
Tata,Punch ,2022,7900.0,Automatic,second,Petrol,890000,1975.0
Honda,Amaze,2019,72000.0,Manual,first,Hybrid/CNG,451000,10285.714285714286
Maruti Suzuki,Baleno,2018,108000.0,Manual,second,Diesel,550000,13500.0
Maruti Suzuki,800,1986,68000.0,Manual,second,Petrol,120000,1700.0
Toyota,Urban Cruiser Hyryder,2022,36240.0,Manual,first,Petrol,1550000,9060.0
Hyundai,Accent Hatchback,2005,150000.0,Manual,first,Petrol,95000,7142.857142857143
Renault,Triber,2019,39892.0,Manual,first,Petrol,560000,5698.857142857143
Mahindra,Xylo,2016,220000.0,Manual,second,Diesel,465000,22000.0
Tata,Nexon,2020,105800.0,Automatic,first,Petrol,675000,17633.333333333332
Maruti Suzuki,Eeco,2017,85000.0,Automatic,second,Hybrid/CNG,460000,9444.444444444445
Maruti Suzuki,Swift-Dzire,2024,15000.0,Manual,first,Hybrid/CNG,280000,7500.0
Honda,City,2016,64000.0,Manual,first,Hybrid/CNG,585000,6400.0
Maruti Suzuki,Baleno,2020,37000.0,Manual,first,Petrol,665000,6166.666666666667
Honda,City,2021,20000.0,Automatic,second,Petrol,1325000,4000.0
Volkswagen,VentoTest,2011,67000.0,Automatic,second,Hybrid/CNG,450000,4466.666666666667
Toyota,Etios Liva,2019,112500.0,Manual,second,Diesel,850000,16071.42857142857
Hyundai,Aura,2020,94000.0,Automatic,second,Diesel,750000,15666.666666666666
Maruti Suzuki,Baleno,2016,72000.0,Automatic,second,Petrol,545000,7200.0
Mercedes-Benz,C-Class,2003,87000.0,Automatic,second,Petrol,265000,3782.608695652174
Maruti Suzuki,Omni,2019,1.0,Manual,second,Diesel,365000,0.14285714285714285
Audi,A4,2013,25000.0,Manual,first,Diesel,950000,1923.076923076923
Honda,City,2010,189000.0,Manual,first,Hybrid/CNG,300000,11812.5
Renault,KWID,2016,38000.0,Manual,second,Petrol,235000,3800.0
Hyundai,Verna,2017,63000.0,Manual,second,Hybrid/CNG,515000,7000.0
Tata,Manza,2012,75000.0,Manual,second,Hybrid/CNG,145000,5357.142857142857
Maruti Suzuki,Invicto,2023,6100.0,Automatic,second,Hybrid/CNG,2800000,2033.3333333333333
Maruti Suzuki,Ertiga,2021,64000.0,Manual,first,Hybrid/CNG,899000,12800.0
Honda,CRV,2008,95000.0,Automatic,second,Hybrid/CNG,250000,5277.777777777777
Maruti Suzuki,Wagon-R-1-0,2018,150000.0,Automatic,first,Hybrid/CNG,220000,18750.0
Renault,Lodgy,2016,86000.0,Manual,first,Diesel,375001,8600.0
Hyundai,Verna,2012,120000.0,Automatic,second,Diesel,450000,8571.42857142857
Hyundai,EON,2012,48449.0,Manual,second,Petrol,210000,3460.6428571428573
Mercedes-Benz,SL-Class,2024,1400.0,Automatic,first,Petrol,24500000,700.0
Maruti Suzuki,Wagon-R,2014,123000.0,Manual,second,Petrol,350000,10250.0
Hyundai,i20,2012,74000.0,Manual,first,Diesel,295000,5285.714285714285
Skoda,Slavia,2022,84000.0,Automatic,first,Petrol,1030000,21000.0
Toyota,Fortuner,2015,95000.0,Manual,second,Diesel,1145000,8636.363636363636
Hyundai,Elite i20,2020,64259.0,Manual,second,Hybrid/CNG,636000,10709.833333333334
Maruti Suzuki,Celerio,2019,85000.0,Manual,second,Hybrid/CNG,449000,12142.857142857143
Honda,Amaze,2018,68000.0,Automatic,first,Hybrid/CNG,550000,8500.0
Maruti Suzuki,Ertiga,2016,90000.0,Manual,second,Hybrid/CNG,689000,9000.0
Maruti Suzuki,Alto-800,2019,17405.0,Manual,first,Petrol,325000,2486.4285714285716
Maruti Suzuki,Baleno,2019,75000.0,Automatic,second,Petrol,650000,10714.285714285714
Ford,Ecosport,2021,42850.0,Manual,first,Diesel,900000,8570.0
Toyota,Fortuner,2018,50200.0,Automatic,second,Diesel,2400000,6275.0
Audi,A4,2012,68000.0,Automatic,second,Diesel,750000,4857.142857142857
Kia,Seltos,2022,39000.0,Automatic,first,Diesel,1825000,9750.0
Maruti Suzuki,Wagon-R,2017,58670.0,Manual,first,Petrol,365000,6518.888888888889
Maruti Suzuki,Ciaz,2019,43000.0,Automatic,second,Hybrid/CNG,520000,6142.857142857143
Tata,Vista Tech,2011,138000.0,Manual,first,Diesel,222200,9200.0
Maruti Suzuki,Wagon-R,2016,62000.0,Automatic,second,Petrol,365000,6200.0
Maruti Suzuki,Wagon-R-1-0,2009,72000.0,Manual,second,Hybrid/CNG,115000,4235.294117647059
Hyundai,Grand i10,2017,39510.0,Automatic,second,Petrol,425100,4390.0
Maruti Suzuki,Wagon-R,2016,42000.0,Automatic,first,Petrol,311000,4200.0
Hyundai,EON,2016,45000.0,Manual,first,Hybrid/CNG,275000,4500.0
Honda,Amaze,2015,50000.0,Manual,first,Petrol,249991,4545.454545454545
Maruti Suzuki,Ertiga,2019,59000.0,Automatic,first,Hybrid/CNG,1150000,8428.57142857143
Toyota,Innova Crysta,2022,55000.0,Automatic,first,Diesel,2050000,13750.0
Honda,Amaze,2017,85500.0,Manual,second,Hybrid/CNG,295000,9500.0
Toyota,Fortuner,2018,38000.0,Automatic,first,Diesel,2975000,4750.0
Maruti Suzuki,Eeco,2021,47000.0,Automatic,first,Hybrid/CNG,505000,9400.0
Chevrolet,Beat,2015,61000.0,Manual,second,Diesel,184000,5545.454545454545
Maruti Suzuki,Ignis,2017,48125.0,Manual,first,Petrol,435000,5347.222222222223
Honda,Amaze,2021,119000.0,Automatic,first,Diesel,900000,23800.0
Maruti Suzuki,Brezza,2017,56000.0,Manual,second,Diesel,620000,6222.222222222223
Toyota,Innova Crysta,2018,99500.0,Automatic,second,Diesel,1949000,12437.5
Hyundai,Tucson,2017,55000.0,Automatic,first,Diesel,1190000,6111.111111111111
Chevrolet,Captiva,2012,175300.0,Automatic,second,Diesel,395000,12521.42857142857
MG,Hector,2020,96000.0,Manual,first,Diesel,1275000,16000.0
Hyundai,i20,2018,43000.0,Manual,first,Petrol,595000,5375.0
Honda,City,2015,90200.0,Automatic,second,Hybrid/CNG,475000,8200.0
Hyundai,Xcent Prime,2018,130000.0,Manual,second,Hybrid/CNG,195000,16250.0
Maruti Suzuki,Ertiga,2021,64035.0,Manual,first,Hybrid/CNG,975000,12807.0
Hyundai,Verna,2007,79000.0,Manual,second,Hybrid/CNG,190000,4157.894736842105
Hyundai,Creta,2018,54000.0,Automatic,second,Diesel,899000,6750.0
Maruti Suzuki,Wagon R,2011,68000.0,Manual,second,Hybrid/CNG,190000,4533.333333333333
Tata,Hexa,2017,77652.0,Automatic,second,Diesel,725000,8628.0
Honda,Amaze,2022,25000.0,Automatic,first,Petrol,805000,6250.0
BMW,3 Series,2014,50000.0,Automatic,first,Diesel,1425000,4166.666666666667
Datsun,GO Plus,2017,50000.0,Automatic,first,Hybrid/CNG,330000,5555.555555555556
Hyundai,i10,2011,75000.0,Automatic,second,Hybrid/CNG,325000,5000.0
MG,Hector Plus,2023,10300.0,Automatic,second,Petrol,2125000,3433.3333333333335
Hyundai,i10,2009,115000.0,Automatic,second,Hybrid/CNG,170000,6764.705882352941
Hyundai,Grand i10,2017,45000.0,Manual,first,Hybrid/CNG,375000,5000.0
Honda,Jazz,2019,62000.0,Automatic,first,Petrol,650000,8857.142857142857
Hyundai,Creta,2019,110000.0,Automatic,first,Diesel,1290000,15714.285714285714
Maruti Suzuki,Wagon-R,2014,56000.0,Automatic,second,Hybrid/CNG,260000,4666.666666666667
Ford,Endeavour,2020,85000.0,Automatic,first,Diesel,2985000,14166.666666666666
Skoda,Kushaq,2022,24000.0,Manual,first,Petrol,1250000,6000.0
Toyota,Innova Crysta,2021,90000.0,Automatic,first,Diesel,1975000,18000.0
Volvo,S90,2018,76000.0,Automatic,first,Diesel,2750000,9500.0
Toyota,Fortuner,2015,84000.0,Automatic,first,Diesel,1175000,7636.363636363636
Maruti Suzuki,Eeco,2020,36000.0,Automatic,first,Hybrid/CNG,475000,6000.0
Maruti Suzuki,Swift-Dzire,2016,108000.0,Manual,first,Diesel,565000,10800.0
Hyundai,Eon,2017,24200.0,Automatic,second,Hybrid/CNG,300000,2688.8888888888887
Audi,A3 Cabriolet,2016,37909.0,Automatic,second,Petrol,2899999,3790.9
Hyundai,i20,2012,65606.0,Manual,second,Hybrid/CNG,211000,4686.142857142857
Ashok,Leyland Stile,2024,0.0,Automatic,first,Hybrid/CNG,32000,0.0
Mahindra,XUV500,2014,70000.0,Manual,first,Diesel,799000,5833.333333333333
Hyundai,i10,2009,55000.0,Automatic,second,Petrol,225000,3235.294117647059
Renault,Duster,2016,72000.0,Automatic,second,Diesel,400000,7200.0
Audi,A6,2022,50000.0,Automatic,second,Petrol,4500000,12500.0
Maruti Suzuki,Wagon-R,2023,85000.0,Automatic,first,Hybrid/CNG,210000,28333.333333333332
Maruti Suzuki,Swift,2022,40000.0,Automatic,first,Petrol,765000,10000.0
Volkswagen,Polo,2017,70677.0,Manual,first,Petrol,549000,7853.0
Maruti Suzuki,Ciaz,2014,63079.0,Manual,first,Petrol,261000,5256.583333333333
Honda,City ZX,2005,105000.0,Manual,second,Petrol,130000,5000.0
Maruti Suzuki,Swift-Dzire,2021,56000.0,Manual,first,Petrol,625000,11200.0
Maruti Suzuki,Estilo,2009,72000.0,Manual,second,Petrol,159000,4235.294117647059
Jeep,Wrangler,2023,7000.0,Automatic,first,Petrol,6090000,2333.3333333333335
Mercedes-Benz,CLA,2019,42000.0,Automatic,first,Petrol,2800000,6000.0
BMW,X5,2016,71000.0,Automatic,second,Diesel,3000000,7100.0
Volkswagen,Jetta,2012,175000.0,Manual,second,Diesel,400000,12500.0
Hyundai,Tucson,2017,85000.0,Automatic,second,Diesel,999999,9444.444444444445
Maruti Suzuki,Wagon R,2013,80000.0,Manual,second,Hybrid/CNG,235000,6153.846153846154
Hyundai,Grand i10 Nios,2021,30941.0,Manual,second,Hybrid/CNG,625000,6188.2
Maruti Suzuki,Wagon-R,2016,55962.0,Manual,second,Hybrid/CNG,215500,5596.2
Maruti Suzuki,Alto-800,2017,78000.0,Automatic,first,Hybrid/CNG,290000,8666.666666666666
Mahindra,Thar,2022,14000.0,Automatic,second,Hybrid/CNG,1600000,3500.0
Toyota,Innova,2012,98000.0,Manual,second,Diesel,850000,7000.0
Toyota,Fortuner,2015,155000.0,Automatic,second,Diesel,1275000,14090.90909090909
Kia,Seltos,2022,17000.0,Automatic,first,Petrol,1575000,4250.0
Kia,Sonet,2021,17451.0,Automatic,first,Petrol,1265000,3490.2
Maruti Suzuki,S-Presso,2022,12000.0,Automatic,first,Petrol,520000,3000.0
Toyota,Urban Cruiser Hyryder,2023,18246.0,Automatic,first,Hybrid/CNG,1950000,6082.0
Datsun,Redi Go,2016,53000.0,Manual,second,Hybrid/CNG,290000,5300.0
Hyundai,i20,2014,68000.0,Manual,second,Hybrid/CNG,385000,5666.666666666667
Toyota,Innova,2016,215000.0,Manual,second,Diesel,1245000,21500.0
Hyundai,Creta,2017,54000.0,Automatic,first,Diesel,1250000,6000.0
Honda,Amaze,2013,85000.0,Manual,second,Diesel,299000,6538.461538461538
Hyundai,Xcent,2018,134286.0,Manual,second,Diesel,365000,16785.75
Toyota,Etios,2018,87600.0,Manual,second,Diesel,455000,10950.0
Tata,Nexon,2021,26000.0,Automatic,first,Hybrid/CNG,895000,5200.0
Honda,City,2015,138753.0,Manual,second,Diesel,330000,12613.90909090909
Maruti Suzuki,S-Cross1,2018,167000.0,Manual,second,Diesel,715999,20875.0
Hyundai,i20,2018,77665.0,Manual,first,Petrol,599000,9708.125
Maruti Suzuki,Ciaz,2019,53000.0,Automatic,first,Hybrid/CNG,825000,7571.428571428572
Honda,Amaze,2015,83000.0,Manual,second,Hybrid/CNG,325000,7545.454545454545
Mercedes-Benz,A-Class Limousine,2023,6700.0,Automatic,first,Petrol,3825000,2233.3333333333335
Chevrolet,Beat,2012,82098.0,Manual,second,Diesel,165000,5864.142857142857
BMW,5 Series,2018,37000.0,Automatic,first,Diesel,4800000,4625.0
Hyundai,i10,2010,42000.0,Manual,first,Petrol,172000,2625.0
Maruti Suzuki,Wagon-R,2012,65000.0,Manual,first,Hybrid/CNG,285000,4642.857142857143
Honda,Amaze,2015,82000.0,Automatic,first,Petrol,390000,7454.545454545455
Mahindra,XUV500,2015,75000.0,Manual,first,Diesel,545000,6818.181818181818
Maruti Suzuki,Celerio,2018,75698.0,Manual,second,Petrol,430000,9462.25
Toyota,Innova,2014,324900.0,Manual,first,Diesel,829999,27075.0
Land Rover,Discovery Sport,2018,93000.0,Automatic,second,Diesel,2750000,11625.0
Toyota,Fortuner,2017,95000.0,Automatic,second,Diesel,2625000,10555.555555555555
Maruti Suzuki,Swift,2012,75211.0,Manual,second,Petrol,325000,5372.214285714285
Maruti Suzuki,Wagon-R,2012,120000.0,Automatic,second,Hybrid/CNG,155000,8571.42857142857
Maruti Suzuki,Wagon-R,2021,60000.0,Manual,second,Hybrid/CNG,570000,12000.0
Maruti Suzuki,Eeco,2018,82000.0,Automatic,second,Hybrid/CNG,350000,10250.0
Jeep,Compass,2018,40000.0,Automatic,second,Petrol,1150000,5000.0
Hyundai,i20,2018,88250.0,Manual,first,Diesel,825000,11031.25
Hyundai,i10,2016,74156.0,Manual,second,Hybrid/CNG,295000,7415.6
Toyota,Etios Liva,2011,90000.0,Manual,second,Hybrid/CNG,295000,6000.0
Volkswagen,Beetle,2009,38000.0,Automatic,second,Petrol,2800000,2235.294117647059
Maruti Suzuki,Ignis,2022,38000.0,Manual,first,Petrol,490000,9500.0
Hyundai,i20,2023,4431.0,Manual,first,Petrol,1090000,1477.0
Maruti Suzuki,Wagon-R-1-0,2017,85000.0,Manual,second,Hybrid/CNG,340000,9444.444444444445
Ford,Fiesta,2006,80000.0,Manual,second,Hybrid/CNG,110000,4000.0
Hyundai,Creta,2015,74000.0,Manual,second,Diesel,649000,6727.272727272727
Toyota,Innova Crysta,2021,7500.0,Automatic,first,Diesel,3310000,1500.0
Toyota,Innova,2012,65000.0,Manual,second,Diesel,680000,4642.857142857143
Maruti Suzuki,Swift-Dzire,2015,1000.0,Automatic,first,Hybrid/CNG,150000,90.9090909090909
Isuzu,D-Max V-Cross,2020,66658.0,Manual,first,Diesel,1695000,11109.666666666666
Maruti Suzuki,Wagon R,2009,72000.0,Manual,second,Petrol,129999,4235.294117647059
Toyota,Corolla Altis,2011,75000.0,Automatic,first,Hybrid/CNG,250000,5000.0
Mahindra,KUV 100,2016,70000.0,Manual,first,Petrol,269000,7000.0
Hyundai,i10,2010,86000.0,Automatic,second,Hybrid/CNG,180000,5375.0
Maruti Suzuki,Swift,2022,23000.0,Manual,first,Petrol,698000,5750.0
Nissan,Kicks,2019,54000.0,Manual,first,Petrol,645000,7714.285714285715
Toyota,Corolla Altis,2014,68000.0,Automatic,first,Hybrid/CNG,585000,5666.666666666667
Honda,Jazz,2019,6585.0,Manual,first,Petrol,300000,940.7142857142857
Hyundai,Aura,2024,3500.0,Manual,first,Hybrid/CNG,700000,1750.0
Renault,KWID,2018,53000.0,Automatic,second,Hybrid/CNG,375000,6625.0
Skoda,Rapid,2015,72000.0,Automatic,second,Diesel,474000,6545.454545454545
Maruti Suzuki,Alto-800,2010,87000.0,Manual,second,Hybrid/CNG,95000,5437.5
Maruti Suzuki,Swift-Dzire,2012,156300.0,Manual,second,Petrol,300000,11164.285714285714
Mercedes-Benz,C-Class,2021,6000.0,Automatic,first,Diesel,4650000,1200.0
Hyundai,Venue,2020,18000.0,Automatic,first,Petrol,950000,3000.0
Maruti Suzuki,Sx4,2011,90000.0,Automatic,second,Hybrid/CNG,240000,6000.0
Honda,City,2015,61000.0,Automatic,first,Hybrid/CNG,530000,5545.454545454545
Mercedes-Benz,AMG C 43,2016,35000.0,Automatic,second,Petrol,4850000,3500.0
Maruti Suzuki,Swift,2013,150000.0,Manual,second,Petrol,320000,11538.461538461539
Kia,Seltos,2020,50000.0,Automatic,first,Diesel,1350000,8333.333333333334
BMW,X6,2015,49000.0,Automatic,second,Petrol,6800000,4454.545454545455
Maruti Suzuki,Wagon-R,2021,65000.0,Manual,first,Hybrid/CNG,450000,13000.0
Bentley,Flying Spur,2017,22000.0,Automatic,first,Petrol,18500000,2444.4444444444443
Maruti Suzuki,Eeco,2020,75000.0,Manual,second,Hybrid/CNG,411000,12500.0
Maruti Suzuki,Wagon-R-1-0,2017,63000.0,Manual,first,Hybrid/CNG,345000,7000.0
Volkswagen,Taigun,2021,19000.0,Automatic,second,Petrol,1180000,3800.0
Toyota,Corolla Altis,2013,28001.0,Manual,first,Diesel,575000,2153.923076923077
Maruti Suzuki,Celerio,2014,77000.0,Automatic,first,Petrol,260000,6416.666666666667
Mahindra,Jeep,1994,0.0,Manual,second,Diesel,295000,0.0
Audi,Q3,2014,84000.0,Automatic,second,Diesel,850000,7000.0
Maruti Suzuki,Celerio,2018,70000.0,Manual,second,Hybrid/CNG,395000,8750.0
Honda,City,2019,32500.0,Manual,second,Hybrid/CNG,725000,4642.857142857143
Maruti Suzuki,Wagon-R-1-0,2012,67000.0,Manual,second,Hybrid/CNG,240000,4785.714285714285
Chevrolet,Tavera,2015,120000.0,Manual,second,Diesel,560000,10909.09090909091
Mahindra,Alturas G4,2019,60000.0,Automatic,first,Diesel,1900000,8571.42857142857
Honda,Brio,2016,64000.0,Manual,second,Hybrid/CNG,285000,6400.0
Maruti Suzuki,Eeco,2015,64000.0,Manual,first,Hybrid/CNG,435000,5818.181818181818
Hyundai,Santro Xing,2009,128000.0,Automatic,first,Hybrid/CNG,60000,7529.411764705882
Maruti Suzuki,Wagon-R,2020,6000.0,Manual,first,Petrol,550000,1000.0
Maruti Suzuki,Baleno,2017,58000.0,Manual,first,Diesel,651000,6444.444444444444
Hyundai,Creta,2021,63000.0,Automatic,first,Diesel,1550000,12600.0
Maruti Suzuki,Omni,2013,72000.0,Manual,second,Hybrid/CNG,235000,5538.461538461538
Renault,Duster,2014,128000.0,Manual,second,Diesel,378000,10666.666666666666
Toyota,Innova,2015,145500.0,Manual,first,Diesel,1240000,13227.272727272728
Renault,KWID,2019,90000.0,Manual,second,Petrol,325000,12857.142857142857
Volvo,XC 90,2019,40000.0,Automatic,first,Diesel,6900000,5714.285714285715
Tata,Tiago,2018,56000.0,Manual,first,Petrol,260000,7000.0
Mahindra,TUV,2016,78000.0,Automatic,second,Diesel,585000,7800.0
